date,genotype,Number of males held together before assay,Wing clipping pattern was matched within treatment or mismatched,"Week 1 set or week 2 set? (generation time is 2 weeks, so sets were staggered to have flies out each week)",Plate # within a batch,Assay start time,AM or PM?,Order of mating within a plate,Well position,Copulation initiation time (first pair to mate),Copulation end time (first pair to mate),Male wing clip  (first pair to mate),Female wing clip (first pair to mate),Mating pattern (first pair to mate),Treatment of first female to mate,Treatment of first male to mate,"Diet treatment of first mating pair, (female x male)",Binary: assortative or no?,Loader,Loader,Data recorder,Copulation latency,Latency as integer,Copulation duration,Duration as integer
9/19/13,allRAL,10,matched,1,1,10:20:00,am,13,C2,10:37:00,11:04:00,L,L,assortative,Starch,Starch,Starch,1,Alex and Michael,Ali and Wes,Ali,0:17:00,17.00,0:27:00,27.00
9/19/13,allRAL,10,matched,1,1,10:20:00,am,14,A4,10:37:00,10:52:00,L,L,assortative,Starch,Starch,Starch,1,Alex and Michael,Ali and Wes,Ali,0:17:00,17.00,0:15:00,15.00
9/19/13,allRAL,10,matched,1,1,10:20:00,am,17,A5,10:45:00,11:02:00,L,L,assortative,Starch,Starch,Starch,1,Alex and Michael,Ali and Wes,Ali,0:25:00,25.00,0:17:00,17.00
9/19/13,allRAL,10,matched,1,1,10:20:00,am,21,B3,10:58:00,NA,L,L,assortative,Starch,Starch,Starch,1,Alex and Michael,Ali and Wes,Ali,0:38:00,38.00,#VALUE!,#VALUE!
9/19/13,allRAL,10,matched,1,2,10:21:00,am,2,C1,NA,10:53:00,L,L,assortative,Starch,Starch,Starch,1,Alex and Michael,Michael and Eamon,Wes and Michael,#VALUE!,#VALUE!,#VALUE!,#VALUE!
9/19/13,allRAL,10,matched,1,2,10:21:00,am,9,D3,10:29:00,10:42:00,L,L,assortative,Starch,Starch,Starch,1,Alex and Michael,Michael and Eamon,Wes and Michael,0:08:00,8.00,0:13:00,13.00
9/19/13,allRAL,10,matched,1,2,10:21:00,am,10,B2,10:29:00,10:49:00,L,L,assortative,Starch,Starch,Starch,1,Alex and Michael,Michael and Eamon,Wes and Michael,0:08:00,8.00,0:20:00,20.00
9/19/13,allRAL,10,matched,1,2,10:21:00,am,16,C5,10:46:00,10:53:00,L,L,assortative,Starch,Starch,Starch,1,Alex and Michael,Michael and Eamon,Wes and Michael,0:25:00,25.00,0:07:00,7.00
9/19/13,allRAL,10,matched,1,2,10:21:00,am,17,A4,10:47:00,11:09:00,L,L,assortative,Starch,Starch,Starch,1,Alex and Michael,Michael and Eamon,Wes and Michael,0:26:00,26.00,0:22:00,22.00
9/19/13,allRAL,10,matched,1,3,10:31:00,am,2,D1,10:36:00,10:55:00,L,L,assortative,Starch,Starch,Starch,1,Alex and Kelsey,Michael and Eamon,Michael and Matt,0:05:00,5.00,0:19:00,19.00
9/19/13,allRAL,10,matched,1,3,10:31:00,am,4,B4,10:36:00,10:53:00,L,L,assortative,Starch,Starch,Starch,1,Alex and Kelsey,Michael and Eamon,Michael and Matt,0:05:00,5.00,0:17:00,17.00
9/19/13,allRAL,10,matched,1,3,10:31:00,am,6,A5,10:36:00,10:52:00,L,L,assortative,Starch,Starch,Starch,1,Alex and Kelsey,Michael and Eamon,Michael and Matt,0:05:00,5.00,(N290-M290),#VALUE!
9/19/13,allRAL,10,matched,1,3,10:31:00,am,8,D1,10:38:00,10:55:00,L,L,assortative,Starch,Starch,Starch,1,Alex and Kelsey,Michael and Eamon,Michael and Matt,0:07:00,7.00,0:17:00,17.00
9/19/13,allRAL,10,matched,1,3,10:31:00,am,10,D4,10:39:00,10:54:00,L,L,assortative,Starch,Starch,Starch,1,Alex and Kelsey,Michael and Eamon,Michael and Matt,0:08:00,8.00,0:15:00,15.00
9/19/13,allRAL,10,matched,1,3,10:31:00,am,14,D3,10:44:00,10:56:00,L,L,assortative,Starch,Starch,Starch,1,Alex and Kelsey,Michael and Eamon,Michael and Matt,0:13:00,13.00,0:12:00,12.00
9/19/13,allRAL,10,matched,1,3,10:31:00,am,15,B5,10:45:00,11:02:00,L,L,assortative,Starch,Starch,Starch,1,Alex and Kelsey,Michael and Eamon,Michael and Matt,0:14:00,14.00,0:17:00,17.00
9/19/13,allRAL,10,matched,1,3,10:31:00,am,21,B1,11:05:00,11:12:00,L,L,assortative,Starch,Starch,Starch,1,Alex and Kelsey,Michael and Eamon,Michael and Matt,0:34:00,34.00,0:07:00,7.00
9/19/13,allRAL,10,matched,1,4,10:21:00,am,4,D2,10:46:00,11:14:00,L,L,assortative,Starch,Starch,Starch,1,Alex and Michael,Wes and Eamon,"Wes, Michael, then Eamon",0:25:00,25.00,0:28:00,28.00
9/19/13,allRAL,10,matched,1,4,10:21:00,am,5, B4,10:48:00,11:11:00,L,L,assortative,Starch,Starch,Starch,1,Alex and Michael,Wes and Eamon,"Wes, Michael, then Eamon",0:27:00,27.00,0:23:00,23.00
9/19/13,allRAL,10,matched,1,4,10:21:00,am,6,B5,10:48:00,11:12:00,L,L,assortative,Starch,Starch,Starch,1,Alex and Michael,Wes and Eamon,"Wes, Michael, then Eamon",0:27:00,27.00,0:24:00,24.00
9/19/13,allRAL,10,matched,1,4,10:21:00,am,7,D3,10:52:00,11:12:00,L,L,assortative,Starch,Starch,Starch,1,Alex and Michael,Wes and Eamon,"Wes, Michael, then Eamon",0:31:00,31.00,0:20:00,20.00
9/19/13,allRAL,10,matched,1,4,10:21:00,am,8,D5,10:52:00,11:12:00,L,L,assortative,Starch,Starch,Starch,1,Alex and Michael,Wes and Eamon,"Wes, Michael, then Eamon",0:31:00,31.00,0:20:00,20.00
9/19/13,allRAL,10,matched,1,4,10:21:00,am,9,B1,10:52:00,11:16:00,L,L,assortative,Starch,Starch,Starch,1,Alex and Michael,Wes and Eamon,"Wes, Michael, then Eamon",0:31:00,31.00,0:24:00,24.00
9/19/13,allRAL,10,matched,1,4,10:21:00,am,10,A3,10:53:00,11:12:00,L,L,assortative,Starch,Starch,Starch,1,Alex and Michael,Wes and Eamon,"Wes, Michael, then Eamon",0:32:00,32.00,0:19:00,19.00
9/19/13,allRAL,10,matched,1,4,10:21:00,am,11,C4,10:53:00,11:07:00,L,L,assortative,Starch,Starch,Starch,1,Alex and Michael,Wes and Eamon,"Wes, Michael, then Eamon",0:32:00,32.00,0:14:00,14.00
9/19/13,Canton-S,20,matched,1,1,9:57:00,am,6,C3,10:05:00,10:31:00,R,L,disassortative,Starch,CMY,SxC,0,Mat t and Alex,Matt and Alex,Matt then Alex,0:08:00,8.00,0:26:00,26.00
9/19/13,Canton-S,20,matched,1,1,9:57:00,am,8,C1,10:05:00,10:22:00,R,L,disassortative,Starch,CMY,SxC,0,Mat t and Alex,Matt and Alex,Matt then Alex,0:08:00,8.00,0:17:00,17.00
9/19/13,Canton-S,20,matched,1,1,9:57:00,am,9,D5,10:05:00,10:38:00,R,L,disassortative,Starch,CMY,SxC,0,Mat t and Alex,Matt and Alex,Matt then Alex,0:08:00,8.00,0:33:00,33.00
9/19/13,Canton-S,20,matched,1,1,9:57:00,am,10,C2,10:06:00,10:26:00,R,L,disassortative,Starch,CMY,SxC,0,Mat t and Alex,Matt and Alex,Matt then Alex,0:09:00,9.00,0:20:00,20.00
9/19/13,Canton-S,20,matched,1,1,9:57:00,am,15,D4,10:09:00,10:33:00,R,L,disassortative,Starch,CMY,SxC,0,Mat t and Alex,Matt and Alex,Matt then Alex,0:12:00,12.00,0:24:00,24.00
9/19/13,Canton-S,20,matched,1,1,9:57:00,am,17,C6,10:16:00,10:32:00,R,L,disassortative,Starch,CMY,SxC,0,Mat t and Alex,Matt and Alex,Matt then Alex,0:19:00,19.00,0:16:00,16.00
9/19/13,Canton-S,20,matched,1,1,9:57:00,am,20,A5,10:29:00,10:46:00,R,L,disassortative,Starch,CMY,SxC,0,Mat t and Alex,Matt and Alex,Matt then Alex,0:32:00,32.00,0:17:00,17.00
9/19/13,Canton-S,20,matched,1,2,10:03:00,am,4,C5,10:09:00,10:34:00,R,L,disassortative,Starch,CMY,SxC,0,Matt and Eamon,Kelsey and Abby,Kelsey and Abby,0:06:00,6.00,0:25:00,25.00
9/19/13,Canton-S,20,matched,1,2,10:03:00,am,9,D5,10:15:00,10:40:00,R,L,disassortative,Starch,CMY,SxC,0,Matt and Eamon,Kelsey and Abby,Kelsey and Abby,0:12:00,12.00,0:25:00,25.00
9/19/13,Canton-S,20,matched,1,2,10:03:00,am,10,B2,10:15:00,10:30:00,R,L,disassortative,Starch,CMY,SxC,0,Matt and Eamon,Kelsey and Abby,Kelsey and Abby,0:12:00,12.00,0:15:00,15.00
9/19/13,Canton-S,20,matched,1,2,10:03:00,am,11,B3,10:15:00,10:32:00,R,L,disassortative,Starch,CMY,SxC,0,Matt and Eamon,Kelsey and Abby,Kelsey and Abby,0:12:00,12.00,0:17:00,17.00
9/19/13,Canton-S,20,matched,1,2,10:03:00,am,12,A6,10:18:00,10:40:00,R,L,disassortative,Starch,CMY,SxC,0,Matt and Eamon,Kelsey and Abby,Kelsey and Abby,0:15:00,15.00,0:22:00,22.00
9/19/13,Canton-S,20,matched,1,2,10:03:00,am,15,C6,10:23:00,10:58:00,R,L,disassortative,Starch,CMY,SxC,0,Matt and Eamon,Kelsey and Abby,Kelsey and Abby,0:20:00,20.00,0:35:00,35.00
9/19/13,Canton-S,20,matched,1,2,10:03:00,am,21,B1,10:34:00,10:55:00,R,L,disassortative,Starch,CMY,SxC,0,Matt and Eamon,Kelsey and Abby,Kelsey and Abby,0:31:00,31.00,0:21:00,21.00
9/19/13,Canton-S,20,matched,1,3,10:02:00,am,4,C6,10:14:00,10:31:00,R,L,disassortative,Starch,CMY,SxC,0,Eamon,Michael and Eamon,Alex,0:12:00,12.00,0:17:00,17.00
9/19/13,Canton-S,20,matched,1,3,10:02:00,am,7,B2,10:17:00,10:34:00,R,L,disassortative,Starch,CMY,SxC,0,Eamon,Michael and Eamon,Alex,0:15:00,15.00,0:17:00,17.00
9/19/13,Canton-S,20,matched,1,3,10:02:00,am,16,D2,10:26:00,10:46:00,R,L,disassortative,Starch,CMY,SxC,0,Eamon,Michael and Eamon,Alex,0:24:00,24.00,0:20:00,20.00
9/19/13,Canton-S,20,matched,1,4,10:09:00,am,3,A1,10:16:00,10:40:00,R,L,disassortative,Starch,CMY,SxC,0,Eamon,Michael and Eamon,Alex,0:07:00,7.00,0:24:00,24.00
9/19/13,Canton-S,20,matched,1,4,10:09:00,am,7,C1,10:24:00,10:45:00,R,L,disassortative,Starch,CMY,SxC,0,Eamon,Michael and Eamon,Alex,0:15:00,15.00,0:21:00,21.00
9/19/13,Canton-S,20,matched,1,1,9:57:00,am,2,B5,10:05:00,10:20:00,R,R,assortative,CMY,CMY,CMY,1,Mat t and Alex,Matt and Alex,Matt then Alex,0:08:00,8.00,0:15:00,15.00
9/19/13,Canton-S,20,matched,1,1,9:57:00,am,3,D3,10:05:00,10:52:00,R,R,assortative,CMY,CMY,CMY,1,Mat t and Alex,Matt and Alex,Matt then Alex,0:08:00,8.00,0:47:00,47.00
9/19/13,Canton-S,20,matched,1,1,9:57:00,am,7,B3,10:05:00,10:28:00,R,R,assortative,CMY,CMY,CMY,1,Mat t and Alex,Matt and Alex,Matt then Alex,0:08:00,8.00,0:23:00,23.00
9/19/13,Canton-S,20,matched,1,1,9:57:00,am,22,C4,10:42:00,10:59:00,R,R,assortative,CMY,CMY,CMY,1,Mat t and Alex,Matt and Alex,Matt then Alex,0:45:00,45.00,0:17:00,17.00
9/19/13,Canton-S,20,matched,1,2,10:03:00,am,17,D2,10:26:00,10:45:00,R,R,assortative,CMY,CMY,CMY,1,Matt and Eamon,Kelsey and Abby,Kelsey and Abby,0:23:00,23.00,0:19:00,19.00
9/19/13,Canton-S,20,matched,1,3,10:02:00,am,1,B4,10:08:00,10:27:00,R,R,assortative,CMY,CMY,CMY,1,Eamon,Michael and Eamon,Alex,0:06:00,6.00,0:19:00,19.00
9/19/13,Canton-S,20,matched,1,3,10:02:00,am,2,D6,10:09:00,10:30:00,R,R,assortative,CMY,CMY,CMY,1,Eamon,Michael and Eamon,Alex,0:07:00,7.00,0:21:00,21.00
9/19/13,Canton-S,20,matched,1,3,10:02:00,am,3,C1,10:10:00,10:32:00,R,R,assortative,CMY,CMY,CMY,1,Eamon,Michael and Eamon,Alex,0:08:00,8.00,0:22:00,22.00
9/19/13,Canton-S,20,matched,1,3,10:02:00,am,5,C4,10:14:00,10:31:00,R,R,assortative,CMY,CMY,CMY,1,Eamon,Michael and Eamon,Alex,0:12:00,12.00,0:17:00,17.00
9/19/13,Canton-S,20,matched,1,3,10:02:00,am,6,D2,10:14:00,10:31:00,R,R,assortative,CMY,CMY,CMY,1,Eamon,Michael and Eamon,Alex,0:12:00,12.00,0:17:00,17.00
9/19/13,Canton-S,20,matched,1,3,10:02:00,am,9,C5,10:19:00,10:36:00,R,R,assortative,CMY,CMY,CMY,1,Eamon,Michael and Eamon,Alex,0:17:00,17.00,0:17:00,17.00
9/19/13,Canton-S,20,matched,1,3,10:02:00,am,13,A2,10:22:00,10:43:00,R,R,assortative,CMY,CMY,CMY,1,Eamon,Michael and Eamon,Alex,0:20:00,20.00,0:21:00,21.00
9/19/13,Canton-S,20,matched,1,3,10:02:00,am,17,C3,10:30:00,10:47:00,R,R,assortative,CMY,CMY,CMY,1,Eamon,Michael and Eamon,Alex,0:28:00,28.00,0:17:00,17.00
9/19/13,Canton-S,20,matched,1,3,10:02:00,am,19,A1,10:43:00,10:54:00,R,R,assortative,CMY,CMY,CMY,1,Eamon,Michael and Eamon,Alex,0:41:00,41.00,0:11:00,11.00
9/19/13,Canton-S,20,matched,1,3,10:02:00,am,20,C2,10:45:00,10:58:00,R,R,assortative,CMY,CMY,CMY,1,Eamon,Michael and Eamon,Alex,0:43:00,43.00,0:13:00,13.00
9/19/13,Canton-S,20,matched,1,4,10:09:00,am,1,A6,10:15:00,10:58:00,R,R,assortative,CMY,CMY,CMY,1,Eamon,Michael and Eamon,Alex,0:06:00,6.00,0:43:00,43.00
9/19/13,Canton-S,20,matched,1,4,10:09:00,am,8,B5,10:27:00,10:44:00,R,R,assortative,CMY,CMY,CMY,1,Eamon,Michael and Eamon,Alex,0:18:00,18.00,0:17:00,17.00
9/19/13,Canton-S,20,matched,1,4,10:09:00,am,9,B4,10:29:00,10:42:00,R,R,assortative,CMY,CMY,CMY,1,Eamon,Michael and Eamon,Alex,0:20:00,20.00,0:13:00,13.00
9/19/13,Canton-S,20,matched,1,4,10:09:00,am,11,B6,10:33:00,10:52:00,R,R,assortative,CMY,CMY,CMY,1,Eamon,Michael and Eamon,Alex,0:24:00,24.00,0:19:00,19.00
9/19/13,Canton-S,20,matched,1,4,10:09:00,am,12,C2,10:34:00,10:50:00,R,R,assortative,CMY,CMY,CMY,1,Eamon,Michael and Eamon,Alex,0:25:00,25.00,0:16:00,16.00
9/19/13,Canton-S,20,mismatched,1,2,10:03:00,am,13,B5,10:18:00,10:45:00,both mating assortative,,assortative,NA,NA,NA,1,Matt and Eamon,Kelsey and Abby,Kelsey and Abby,0:15:00,15.00,0:27:00,27.00
9/19/13,Canton-S,20,mismatched,1,2,10:03:00,am,19,A5,10:28:00,10:43:00,both mating disassortative,,disassortative,NA,NA,NA,0,Matt and Eamon,Kelsey and Abby,Kelsey and Abby,0:25:00,25.00,0:15:00,15.00
9/19/13,Canton-S,20,matched,1,1,9:57:00,am,12,A2,10:07:00,10:38:00,L,R,disassortative,CMY,Starch,CxS,0,Mat t and Alex,Matt and Alex,Matt then Alex,0:10:00,10.00,0:31:00,31.00
9/19/13,Canton-S,20,matched,1,1,9:57:00,am,16,B2,10:12:00,10:33:00,L,R,disassortative,CMY,Starch,CxS,0,Mat t and Alex,Matt and Alex,Matt then Alex,0:15:00,15.00,0:21:00,21.00
9/19/13,Canton-S,20,matched,1,1,9:57:00,am,18,B4,10:16:00,10:34:00,L,R,disassortative,CMY,Starch,CxS,0,Mat t and Alex,Matt and Alex,Matt then Alex,0:19:00,19.00,0:18:00,18.00
9/19/13,Canton-S,20,matched,1,1,9:57:00,am,19,B1,10:24:00,10:41:00,L,R,disassortative,CMY,Starch,CxS,0,Mat t and Alex,Matt and Alex,Matt then Alex,0:27:00,27.00,0:17:00,17.00
9/19/13,Canton-S,20,matched,1,1,9:57:00,am,21,D6,10:31:00,10:48:00,L,R,disassortative,CMY,Starch,CxS,0,Mat t and Alex,Matt and Alex,Matt then Alex,0:34:00,34.00,0:17:00,17.00
9/19/13,Canton-S,20,matched,1,1,9:57:00,am,23,B6,10:43:00,11:00:00,L,R,disassortative,CMY,Starch,CxS,0,Mat t and Alex,Matt and Alex,Matt then Alex,0:46:00,46.00,0:17:00,17.00
9/19/13,Canton-S,20,matched,1,2,10:03:00,am,1,C3,10:07:00,10:48:00,L,R,disassortative,CMY,Starch,CxS,0,Matt and Eamon,Kelsey and Abby,Kelsey and Abby,0:04:00,4.00,0:41:00,41.00
9/19/13,Canton-S,20,matched,1,2,10:03:00,am,2,B6,10:07:00,10:31:00,L,R,disassortative,CMY,Starch,CxS,0,Matt and Eamon,Kelsey and Abby,Kelsey and Abby,0:04:00,4.00,0:24:00,24.00
9/19/13,Canton-S,20,matched,1,2,10:03:00,am,3,A3,10:08:00,10:33:00,L,R,disassortative,CMY,Starch,CxS,0,Matt and Eamon,Kelsey and Abby,Kelsey and Abby,0:05:00,5.00,0:25:00,25.00
9/19/13,Canton-S,20,matched,1,2,10:03:00,am,5,D4,10:10:00,10:28:00,L,R,disassortative,CMY,Starch,CxS,0,Matt and Eamon,Kelsey and Abby,Kelsey and Abby,0:07:00,7.00,0:18:00,18.00
9/19/13,Canton-S,20,matched,1,2,10:03:00,am,7,A2,10:13:00,10:36:00,L,R,disassortative,CMY,Starch,CxS,0,Matt and Eamon,Kelsey and Abby,Kelsey and Abby,0:10:00,10.00,0:23:00,23.00
9/19/13,Canton-S,20,matched,1,2,10:03:00,am,8,D6,10:14:00,10:39:00,L,R,disassortative,CMY,Starch,CxS,0,Matt and Eamon,Kelsey and Abby,Kelsey and Abby,0:11:00,11.00,0:25:00,25.00
9/19/13,Canton-S,20,matched,1,2,10:03:00,am,14,A4,10:21:00,10:38:00,L,R,disassortative,CMY,Starch,CxS,0,Matt and Eamon,Kelsey and Abby,Kelsey and Abby,0:18:00,18.00,0:17:00,17.00
9/19/13,Canton-S,20,matched,1,3,10:02:00,am,12,A6,10:20:00,10:39:00,L,R,disassortative,CMY,Starch,CxS,0,Eamon,Michael and Eamon,Alex,0:18:00,18.00,0:19:00,19.00
9/19/13,Canton-S,20,matched,1,3,10:02:00,am,15,D1,10:25:00,10:45:00,L,R,disassortative,CMY,Starch,CxS,0,Eamon,Michael and Eamon,Alex,0:23:00,23.00,0:20:00,20.00
9/19/13,Canton-S,20,matched,1,4,10:09:00,am,6,A2,10:24:00,10:44:00,L,R,disassortative,CMY,Starch,CxS,0,Eamon,Michael and Eamon,Alex,0:15:00,15.00,0:20:00,20.00
9/19/13,Canton-S,20,matched,1,4,10:09:00,am,10,A4,10:32:00,10:52:00,L,R,disassortative,CMY,Starch,CxS,0,Eamon,Michael and Eamon,Alex,0:23:00,23.00,0:20:00,20.00
9/19/13,Canton-S,20,matched,1,1,9:57:00,am,1,A3,10:03:00,10:32:00,L,L,assortative,Starch,Starch,Starch,1,Mat t and Alex,Matt and Alex,Matt then Alex,0:06:00,6.00,0:29:00,29.00
9/19/13,Canton-S,20,matched,1,1,9:57:00,am,4,A1,10:05:00,10:20:00,L,L,assortative,Starch,Starch,Starch,1,Mat t and Alex,Matt and Alex,Matt then Alex,0:08:00,8.00,0:15:00,15.00
9/19/13,Canton-S,20,matched,1,1,9:57:00,am,5,A6,10:05:00,10:32:00,L,L,assortative,Starch,Starch,Starch,1,Mat t and Alex,Matt and Alex,Matt then Alex,0:08:00,8.00,0:27:00,27.00
9/19/13,Canton-S,20,matched,1,1,9:57:00,am,13,D2,10:07:00,10:33:00,L,L,assortative,Starch,Starch,Starch,1,Mat t and Alex,Matt and Alex,Matt then Alex,0:10:00,10.00,0:26:00,26.00
9/19/13,Canton-S,20,matched,1,1,9:57:00,am,14,A4,10:07:00,10:20:00,L,L,assortative,Starch,Starch,Starch,1,Mat t and Alex,Matt and Alex,Matt then Alex,0:10:00,10.00,0:13:00,13.00
9/19/13,Canton-S,20,matched,1,2,10:03:00,am,6,D1,10:13:00,10:31:00,L,L,assortative,Starch,Starch,Starch,1,Matt and Eamon,Kelsey and Abby,Kelsey and Abby,0:10:00,10.00,0:18:00,18.00
9/19/13,Canton-S,20,matched,1,2,10:03:00,am,16,C1,10:25:00,10:43:00,L,L,assortative,Starch,Starch,Starch,1,Matt and Eamon,Kelsey and Abby,Kelsey and Abby,0:22:00,22.00,0:18:00,18.00
9/19/13,Canton-S,20,matched,1,2,10:03:00,am,18,C2,10:28:00,10:52:00,L,L,assortative,Starch,Starch,Starch,1,Matt and Eamon,Kelsey and Abby,Kelsey and Abby,0:25:00,25.00,0:24:00,24.00
9/19/13,Canton-S,20,matched,1,2,10:03:00,am,20,C4,10:28:00,10:50:00,L,L,assortative,Starch,Starch,Starch,1,Matt and Eamon,Kelsey and Abby,Kelsey and Abby,0:25:00,25.00,0:22:00,22.00
9/19/13,Canton-S,20,matched,1,3,10:02:00,am,8,B5,10:17:00,10:34:00,L,L,assortative,Starch,Starch,Starch,1,Eamon,Michael and Eamon,Alex,0:15:00,15.00,0:17:00,17.00
9/19/13,Canton-S,20,matched,1,3,10:02:00,am,10,D4,10:19:00,10:39:00,L,L,assortative,Starch,Starch,Starch,1,Eamon,Michael and Eamon,Alex,0:17:00,17.00,0:20:00,20.00
9/19/13,Canton-S,20,matched,1,3,10:02:00,am,11,A5,10:20:00,10:43:00,L,L,assortative,Starch,Starch,Starch,1,Eamon,Michael and Eamon,Alex,0:18:00,18.00,0:23:00,23.00
9/19/13,Canton-S,20,matched,1,3,10:02:00,am,14,D3,10:23:00,10:36:00,L,L,assortative,Starch,Starch,Starch,1,Eamon,Michael and Eamon,Alex,0:21:00,21.00,0:13:00,13.00
9/19/13,Canton-S,20,matched,1,3,10:02:00,am,18,B6,10:31:00,10:51:00,L,L,assortative,Starch,Starch,Starch,1,Eamon,Michael and Eamon,Alex,0:29:00,29.00,0:20:00,20.00
9/19/13,Canton-S,20,matched,1,4,10:09:00,am,2,B3,10:16:00,10:37:00,L,L,assortative,Starch,Starch,Starch,1,Eamon,Michael and Eamon,Alex,0:07:00,7.00,0:21:00,21.00
9/19/13,Canton-S,20,matched,1,4,10:09:00,am,4,B2,10:18:00,10:43:00,L,L,assortative,Starch,Starch,Starch,1,Eamon,Michael and Eamon,Alex,0:09:00,9.00,0:25:00,25.00
9/19/13,Canton-S,20,matched,1,4,10:09:00,am,5,A3,10:21:00,10:44:00,L,L,assortative,Starch,Starch,Starch,1,Eamon,Michael and Eamon,Alex,0:12:00,12.00,0:23:00,23.00
9/19/13,Canton-S,20,matched,1,4,10:09:00,am,13,B1,10:51:00,11:09:00,L,L,assortative,Starch,Starch,Starch,1,Eamon,Michael and Eamon,Alex,0:42:00,42.00,0:18:00,18.00
11/7/13,Canton-S,20,mismatched,2,4,11:53:00,am,5,A2,12:12,12:33:00,L,L,disassortative,Starch,CMY,SxC,0,Alex and Leslie,Michael and Alex,Michael and Melina,0:19:00,19.00,0:21:00,21.00
11/7/13,Canton-S,20,mismatched,2,4,11:53:00,am,12,B4,12:29,12:54:00,L,L,disassortative,Starch,CMY,SxC,0,Alex and Leslie,Michael and Alex,Michael and Melina,0:36:00,36.00,0:25:00,25.00
11/7/13,Canton-S,20,mismatched,2,4,11:53:00,am,1,D5,12:04,12:22:00,L,R,assortative,CMY,CMY,CMY,1,Alex and Leslie,Michael and Alex,Michael and Melina,0:11:00,11.00,0:18:00,18.00
11/7/13,Canton-S,20,mismatched,2,4,11:53:00,am,8,B3,12:18:00,12:44:00,L,R,assortative,CMY,CMY,CMY,1,Alex and Leslie,Michael and Alex,Michael and Melina,0:25:00,25.00,0:26:00,26.00
11/7/13,Canton-S,20,mismatched,2,4,11:53:00,am,10,A2,12:23,12:55:00,L,R,assortative,CMY,CMY,CMY,1,Alex and Leslie,Michael and Alex,Michael and Melina,0:30:00,30.00,0:32:00,32.00
11/7/13,Canton-S,20,mismatched,2,4,11:53:00,am,15,D3,12:37,12:58:00,L,R,assortative,CMY,CMY,CMY,1,Alex and Leslie,Michael and Alex,Michael and Melina,0:44:00,44.00,0:21:00,21.00
11/7/13,Canton-S,20,mismatched,2,4,11:53:00,am,16,C2,12:41,13:02:00,L,R,assortative,CMY,CMY,CMY,1,Alex and Leslie,Michael and Alex,Michael and Melina,0:48:00,48.00,0:21:00,21.00
11/7/13,Canton-S,20,mismatched,2,4,11:53:00,am,13,C3,12:30,12:58:00,heterogamic wing clip,,assortative,NA,NA,NA,1,Alex and Leslie,Michael and Alex,Michael and Melina,0:37:00,37.00,0:28:00,28.00
11/7/13,Canton-S,20,mismatched,2,4,11:53:00,am,14,A4,12:34,12:55:00,heterogamic wing clip,,assortative,NA,NA,NA,1,Alex and Leslie,Michael and Alex,Michael and Melina,0:41:00,41.00,0:21:00,21.00
11/7/13,Canton-S,20,mismatched,2,4,11:53:00,am,3,B1,12:09,12:17:00,R,R,disassortative,CMY,Starch,CxS,0,Alex and Leslie,Michael and Alex,Michael and Melina,0:16:00,16.00,0:08:00,8.00
11/7/13,Canton-S,20,mismatched,2,4,11:53:00,am,9,C4,12:21,12:49:00,R,R,disassortative,CMY,Starch,CxS,0,Alex and Leslie,Michael and Alex,Michael and Melina,0:28:00,28.00,0:28:00,28.00
11/7/13,Canton-S,20,mismatched,2,4,11:53:00,am,17,D1,12:52,13:15:00,R,R,disassortative,CMY,Starch,CxS,0,Alex and Leslie,Michael and Alex,Michael and Melina,0:59:00,59.00,0:23:00,23.00
11/7/13,Canton-S,20,mismatched,2,4,11:53:00,am,2,D2,12:07,12:27:00,R,L,assortative,Starch,Starch,Starch,1,Alex and Leslie,Michael and Alex,Michael and Melina,0:14:00,14.00,0:20:00,20.00
11/7/13,Canton-S,20,mismatched,2,4,11:53:00,am,4,A1,12:10,12:29:00,R,L,assortative,Starch,Starch,Starch,1,Alex and Leslie,Michael and Alex,Michael and Melina,0:17:00,17.00,0:19:00,19.00
11/7/13,Canton-S,20,mismatched,2,4,11:53:00,am,6,A3,12:15,12:30:00,R,L,assortative,Starch,Starch,Starch,1,Alex and Leslie,Michael and Alex,Michael and Melina,0:22:00,22.00,0:15:00,15.00
11/7/13,Canton-S,20,mismatched,2,4,11:53:00,am,7,A5,12:18,12:40:00,R,L,assortative,Starch,Starch,Starch,1,Alex and Leslie,Michael and Alex,Michael and Melina,0:25:00,25.00,0:22:00,22.00
11/7/13,Canton-S,20,mismatched,2,4,11:53:00,am,11,A6,12:26,12:48:00,R,L,assortative,Starch,Starch,Starch,1,Alex and Leslie,Michael and Alex,Michael and Melina,0:33:00,33.00,0:22:00,22.00
11/7/13,Canton-S,20,mismatched,2,1,12:14:00,pm,3,B6,12:21:00,12:43:00,R,R,disassortative,Starch,CMY,SxC,0,Michael and Leslie,Michael and Alex,"Melina, Leslie, Erica",0:07:00,7.00,0:22:00,22.00
11/7/13,Canton-S,20,mismatched,2,1,12:14:00,pm,5,C1,12:26:00,12:47:00,R,R,disassortative,Starch,CMY,SxC,0,Michael and Leslie,Michael and Alex,"Melina, Leslie, Erica",0:12:00,12.00,0:21:00,21.00
11/7/13,Canton-S,20,mismatched,2,1,12:14:00,pm,6,D2,12:31:00,12:53:00,R,R,disassortative,Starch,CMY,SxC,0,Michael and Leslie,Michael and Alex,"Melina, Leslie, Erica",0:17:00,17.00,0:22:00,22.00
